"N200_latencies","N200_amplitudes","RT","accuracy","condition","EEG_session","experiment","session","subject","spf"
0.162,1.1816,0.661,0,2,1,1,2,1,"high"
0.209,0.5344,0.782,1,1,1,1,2,1,"high"
0.162,0.4882,0.413,1,2,1,1,2,1,"high"
0.264,3.1736,0.832,0,0,1,1,2,1,"high"
0.186,1.5562,0.62,1,1,1,1,2,1,"high"
0.234,0.5931,0.731,0,0,1,1,2,1,"high"
0.184,0.2344,0.662,1,0,1,1,2,1,"low"
0.17,1.5622,0.583,0,2,1,1,2,1,"high"
0.254,0.956,0.677,1,2,1,1,2,1,"low"
0.228,1.6019,0.646,1,1,1,1,2,1,"low"
0.182,0.7401,1.016,0,1,1,1,2,1,"high"
0.262,2.5894,0.65,1,0,1,1,2,1,"low"
0.272,3.0848,0.686,0,0,1,1,2,1,"high"
0.254,1.6125,0.693,0,1,1,1,2,1,"high"
0.23,0.7649,1.207,1,1,1,1,2,1,"high"
0.178,1.4482,0.593,1,1,1,1,2,1,"low"
0.19,1.1265,0.627,1,1,1,1,2,1,"low"
0.161,0.6717,0.672,1,2,1,1,2,1,"low"
0.159,1.0806,0.529,1,2,1,1,2,1,"low"
0.174,0.8237,0.488,1,1,1,1,2,1,"high"
0.164,-0.1079,0.595,1,0,1,1,2,1,"high"
0.165,0.36,0.604,1,2,1,1,2,1,"high"
0.194,0.4619,0.491,0,0,1,1,2,1,"low"
0.272,2.9221,0.842,1,0,1,1,2,1,"high"
0.176,1.5863,0.75,0,2,1,1,2,1,"high"
0.258,3.0883,0.803,1,0,1,1,2,1,"low"
0.245,1.6672,0.736,0,0,1,1,2,1,"high"
0.261,1.9325,0.79,1,0,1,1,2,1,"low"
0.159,0.3557,0.804,1,2,1,1,2,1,"low"
0.161,1.7235,0.553,1,2,1,1,2,1,"low"
0.157,1.5677,0.914,0,0,1,1,2,1,"high"
0.259,0.9431,0.811,0,0,1,1,2,1,"high"
0.161,0.8832,1.285,1,2,1,1,2,1,"low"
0.221,1.1347,0.6,1,1,1,1,2,1,"low"
0.236,3.3645,0.871,0,0,1,1,2,1,"high"
0.192,3.0777,0.479,1,1,1,1,2,1,"high"
0.175,2.1633,0.615,1,2,1,1,2,1,"low"
0.193,1.153,0.62,1,1,1,1,2,1,"low"
0.162,0.6788,0.716,1,2,1,1,2,1,"low"
0.162,1.7253,0.515,1,2,1,1,2,1,"low"
0.178,1.8626,0.568,1,1,1,1,2,1,"high"
0.262,1.2547,1.09,1,0,1,1,2,1,"low"
0.166,1.608,0.784,1,2,1,1,2,1,"low"
0.235,1.8588,0.649,0,0,1,1,2,1,"high"
0.171,1.3817,0.579,1,2,1,1,2,1,"high"
0.159,0.5886,0.468,1,2,1,1,2,1,"low"
0.267,1.1349,1.189,1,1,1,1,2,1,"low"
0.166,1.1455,0.317,1,2,1,1,2,1,"high"
0.156,1.0423,0.495,1,1,1,1,2,1,"high"
0.176,1.2183,0.658,1,1,1,1,2,1,"low"
0.212,1.0729,0.612,1,1,1,1,2,1,"low"
0.159,4.0344,0.638,1,0,1,1,2,1,"low"
0.168,0.7431,0.949,1,2,1,1,2,1,"high"
0.236,2.6489,1.019,0,0,1,1,2,1,"low"
0.173,1.8727,0.88,1,2,1,1,2,1,"low"
0.184,1.9019,0.738,1,2,1,1,2,1,"low"
0.204,1.9391,0.788,1,0,1,1,2,1,"low"
0.164,1.1925,0.525,0,2,1,1,2,1,"high"
0.189,1.4992,0.79,1,1,1,1,2,1,"high"
0.252,0.8466,0.624,0,0,1,1,2,1,"high"
0.226,1.6565,0.585,1,0,1,1,2,1,"low"
0.167,1.732,0.77,1,1,1,1,2,1,"low"
0.184,1.6677,0.665,1,1,1,1,2,1,"low"
0.156,0.543,0.777,1,2,1,1,2,1,"high"
0.23,1.1651,0.746,1,1,1,1,2,1,"low"
0.155,0.6038,0.646,1,2,1,1,2,1,"low"
0.176,1.0431,0.53,1,2,1,1,2,1,"low"
0.176,1.7866,0.846,1,2,1,1,2,1,"low"
0.236,2.1603,0.8,1,1,1,1,2,1,"high"
0.251,2.4379,0.563,1,0,1,1,2,1,"low"
0.167,0.8397,0.835,0,1,1,1,2,1,"high"
0.27,0.7714,0.857,1,0,1,1,2,1,"low"
0.193,0.6012,0.903,0,0,1,1,2,1,"low"
0.22,2.1637,0.522,1,1,1,1,2,1,"high"
0.187,1.6099,0.704,1,1,1,1,2,1,"low"
0.198,2.8155,0.636,1,1,1,1,2,1,"high"
0.161,1.0208,0.728,0,2,1,1,2,1,"high"
0.17,1.2427,0.498,1,2,1,1,2,1,"low"
0.163,1.1877,0.471,1,2,1,1,2,1,"low"
0.194,2.1489,0.904,1,1,1,1,2,1,"low"
0.17,0.4261,0.929,0,2,9,1,1,2,"high"
0.16,2.3669,1.018,1,1,9,1,1,2,"low"
0.163,1.0598,0.832,0,2,9,1,1,2,"low"
0.233,0.929,0.904,1,1,9,1,1,2,"low"
0.159,1.264,1.265,1,2,9,1,1,2,"low"
0.152,-0.47,0.761,1,0,9,1,1,2,"low"
0.212,0.7147,0.913,0,2,9,1,1,2,"low"
0.154,0.7465,0.994,1,2,9,1,1,2,"low"
0.186,-0.4431,0.853,1,2,9,1,1,2,"high"
0.231,0.717,0.729,1,2,9,1,1,2,"low"
0.215,1.0875,0.891,0,2,9,1,1,2,"high"
0.2,1.9695,0.805,1,0,9,1,1,2,"low"
0.155,2.0867,0.73,1,2,9,1,1,2,"low"
0.178,1.6559,0.7,1,1,9,1,1,2,"low"
0.159,0.849,1.039,1,2,9,1,1,2,"high"
0.233,3.4309,0.162,1,0,9,1,1,2,"high"
0.248,-0.2677,1.242,0,0,9,1,1,2,"high"
0.203,1.2626,0.708,1,1,9,1,1,2,"high"
0.181,1.6006,0.771,1,1,9,1,1,2,"high"
0.156,1.4928,1.467,1,2,9,1,1,2,"high"
0.196,0.4263,0.514,1,2,9,1,1,2,"low"
0.255,-0.7345,0.644,0,0,9,1,1,2,"high"
0.212,-0.2051,0.658,1,1,9,1,1,2,"high"
0.196,1.4529,0.692,1,1,9,1,1,2,"low"
0.253,3.2599,0.998,1,0,9,1,1,2,"high"
0.178,1.8345,0.818,1,0,9,1,1,2,"low"
0.208,2.8694,0.749,0,1,9,1,1,2,"high"
0.161,1.1581,0.818,1,2,9,1,1,2,"low"
0.237,2.8118,0.575,0,0,9,1,1,2,"high"
0.217,0.918,0.792,1,1,9,1,1,2,"low"
0.258,1.3267,0.917,1,2,9,1,1,2,"low"
0.16,1.0341,0.689,1,0,9,1,1,2,"low"
0.234,0.1061,0.888,1,0,9,1,1,2,"low"
0.19,1.329,0.704,0,2,9,1,1,2,"high"
0.246,0.7535,1.231,1,2,9,1,1,2,"high"
0.186,0.7526,0.72,0,1,9,1,1,2,"high"
0.202,1.2469,0.789,1,2,9,1,1,2,"low"
0.18,1.89,0.957,0,1,9,1,1,2,"high"
0.16,1.0739,1.025,0,2,9,1,1,2,"high"
0.261,1.1019,0.755,0,0,9,1,1,2,"high"
0.235,2.8397,0.887,0,1,9,1,1,2,"high"
0.202,0.4681,0.828,1,0,9,1,1,2,"low"
0.219,1.5155,0.92,0,1,9,1,1,2,"high"
0.17,1.6605,0.702,0,2,9,1,1,2,"low"
0.184,2.4007,0.81,1,1,9,1,1,2,"high"
0.194,1.3363,0.598,0,0,9,1,1,2,"high"
0.158,0.5958,0.702,0,2,9,1,1,2,"high"
0.212,1.7456,0.632,0,1,9,1,1,2,"low"
0.16,1.1111,0.464,0,1,9,1,1,2,"high"
0.233,0.3622,0.801,1,1,9,1,1,2,"low"
0.186,0.3518,1.128,1,2,9,1,1,2,"low"
0.154,0.2829,1.3,0,2,9,1,1,2,"high"
0.172,0.556,0.595,1,1,9,1,1,2,"low"
0.236,2.8525,0.762,1,0,9,1,1,2,"low"
0.257,0.809,1.452,0,0,9,1,1,2,"low"
0.223,4.3933,0.329,0,0,9,1,1,2,"high"
0.266,-0.936,0.974,1,0,9,1,1,2,"high"
0.238,1.8042,0.564,0,1,9,1,1,2,"high"
0.23,2.7768,0.69,0,1,9,1,1,2,"low"
0.242,1.039,0.581,0,2,9,1,1,2,"high"
0.195,2.1476,1.676,0,0,9,1,1,2,"high"
0.2,2.8908,0.629,0,1,9,1,1,2,"low"
0.207,1.234,0.814,0,2,9,1,1,2,"high"
0.152,0.2576,0.307,0,0,9,1,1,2,"low"
0.191,0.6729,1.413,1,2,9,1,1,2,"low"
0.238,0.7492,0.557,0,2,9,1,1,2,"low"
0.249,-0.3848,0.742,1,1,9,1,1,2,"low"
0.162,1.4894,0.692,0,2,9,1,1,2,"high"
0.195,1.1704,0.784,1,1,9,1,1,2,"low"
0.156,1.1233,0.706,0,2,9,1,1,2,"high"
0.158,2.9253,0.951,1,0,9,1,1,2,"low"
0.203,2.7868,0.773,1,1,9,1,1,2,"low"
0.177,1.4717,0.811,0,2,9,1,1,2,"low"
0.27,3.1179,0.757,1,0,9,1,1,2,"high"
0.209,2.7598,0.708,1,1,9,1,1,2,"low"
0.165,1.0896,0.597,0,1,9,1,1,2,"low"
0.173,1.6059,0.755,1,2,9,1,1,2,"low"
0.159,0.1002,0.503,1,1,9,1,1,2,"low"
0.215,2.3992,0.712,1,1,9,1,1,2,"low"
0.167,1.6141,0.636,1,1,9,1,1,2,"low"
0.151,1.4719,0.565,1,2,9,1,1,2,"high"
0.165,2.6753,0.649,0,2,9,1,1,2,"high"
0.158,1.2251,0.63,1,2,9,1,1,2,"low"
0.218,2.6531,0.793,1,0,9,1,1,2,"low"
0.204,1.2509,0.42,0,1,9,1,1,2,"low"
0.189,0.3115,0.711,1,1,9,1,1,2,"low"
0.262,0.5062,1.036,1,2,9,1,1,2,"high"
0.211,-0.8426,1.356,0,0,9,1,1,2,"high"
0.251,1.8054,0.832,0,1,9,1,1,2,"high"
0.159,1.636,0.759,1,2,9,1,1,2,"low"
0.16,0.2049,0.779,1,2,9,1,1,2,"low"
0.159,2.2272,0.661,1,1,9,1,1,2,"low"
0.152,1.4101,0.959,0,2,9,1,1,2,"high"
0.189,0.4167,0.488,1,2,9,1,1,2,"low"
0.198,2.5257,0.609,1,0,9,1,1,2,"high"
0.248,1.1388,0.714,1,1,9,1,1,2,"high"
0.206,2.278,1.076,1,1,9,1,1,2,"low"
0.25,0.73,0.774,1,1,9,1,1,2,"low"
0.23,3.4098,0.603,1,1,9,1,1,2,"low"
0.257,1.4098,0.989,1,2,9,1,1,2,"low"
0.206,3.222,1.051,1,1,9,1,1,2,"low"
0.263,-0.3076,0.548,0,0,9,1,1,2,"high"
0.17,-1.5099,0.576,1,0,9,1,1,2,"low"
0.235,0.6955,0.728,1,1,9,1,1,2,"high"
0.21,3.9887,0.597,1,1,9,1,1,2,"low"
0.216,2.0798,0.487,0,1,9,1,1,2,"high"
0.214,0.873,0.592,1,1,9,1,1,2,"high"
0.197,0.3786,0.533,1,1,9,1,1,2,"low"
0.193,1.5974,0.702,1,1,9,1,1,2,"low"
0.177,1.7555,0.832,0,2,9,1,1,2,"high"
0.229,0.2668,0.495,0,0,9,1,1,2,"low"
0.197,3.3761,0.895,0,0,9,1,1,2,"high"
0.209,1.0988,0.723,1,2,9,1,1,2,"high"
0.215,2.4973,0.7,1,1,9,1,1,2,"low"
0.238,1.1357,0.63,1,0,9,1,1,2,"high"
0.219,2.299,0.675,1,0,9,1,1,2,"high"
0.228,0.2959,0.599,1,1,9,1,1,2,"high"
0.17,1.2245,0.629,0,1,9,1,1,2,"high"
0.168,0.7265,0.516,0,2,9,1,1,2,"high"
0.19,1.5397,0.759,1,1,9,1,1,2,"low"
0.162,0.601,0.642,1,1,9,1,1,2,"low"
0.165,0.5707,0.545,0,2,9,1,1,2,"high"
0.157,1.3801,0.583,1,2,9,1,1,2,"high"
0.161,1.0048,0.554,0,2,9,1,1,2,"high"
0.161,1.0791,0.846,1,2,9,1,1,2,"low"
0.242,1.5465,1.122,1,0,9,1,1,2,"low"
0.193,0.5113,0.647,0,1,9,1,1,2,"high"
0.208,2.2625,1.247,1,0,9,1,1,2,"high"
0.168,1.7086,0.51,1,1,9,1,1,2,"low"
0.165,0.9267,0.701,1,1,9,1,1,2,"low"
0.166,1.2095,0.734,1,1,9,1,1,2,"low"
0.222,2.5109,0.621,0,1,9,1,1,2,"high"
0.213,2.7063,0.459,0,1,9,1,1,2,"high"
0.155,1.3016,0.727,1,2,9,1,1,2,"high"
0.257,2.2051,1.484,1,0,9,1,1,2,"low"
0.16,1.2414,1.049,0,2,9,1,1,2,"high"
0.163,1.3174,0.678,0,2,9,1,1,2,"low"
0.156,3.4023,0.5,1,0,9,1,1,2,"low"
0.158,1.1881,1.385,1,2,9,1,1,2,"low"
0.186,0.7662,0.342,1,1,9,1,1,2,"high"
0.229,3.3594,0.61,1,1,9,1,1,2,"low"
0.222,1.3058,1.289,1,0,9,1,1,2,"low"
0.167,3.5892,0.264,1,1,9,1,1,2,"low"
0.259,0.7842,0.571,1,0,9,1,1,2,"low"
0.16,0.0333,0.538,1,2,9,1,1,2,"low"
0.152,1.492,0.556,1,2,9,1,1,2,"low"
0.155,1.1123,1.06,0,0,9,1,1,2,"low"
0.154,1.158,0.678,0,2,9,1,1,2,"high"
0.211,2.2726,0.712,1,1,9,1,1,2,"low"
0.157,1.4025,0.551,0,2,9,1,1,2,"high"
0.211,1.2912,0.73,0,0,9,1,1,2,"high"
0.152,-0.6594,0.64,0,0,9,1,1,2,"low"
0.214,3.5674,0.99,1,0,9,1,1,2,"low"
0.175,1.9249,0.803,1,1,9,1,1,2,"low"
0.171,1.8523,0.686,1,1,9,1,1,2,"low"
0.172,0.7852,0.583,1,0,9,1,1,2,"low"
0.167,3.2965,0.796,1,1,9,1,1,2,"low"
0.169,2.5889,1.318,1,1,9,1,1,2,"low"
0.176,0.2621,0.689,1,1,9,1,1,2,"low"
0.206,0.8779,0.787,1,0,9,1,1,2,"low"
0.154,2.4264,0.435,1,1,9,1,1,2,"low"
0.251,3.2911,0.672,1,0,9,1,1,2,"high"
0.172,1.5324,0.557,1,2,9,1,1,2,"low"
0.212,1.9406,0.525,1,1,9,1,1,2,"low"
0.169,2.9557,0.523,1,1,9,1,1,2,"low"
0.178,2.1183,0.888,0,1,9,1,1,2,"low"
0.153,1.6153,0.617,1,2,9,1,1,2,"low"
0.218,3.1474,0.697,0,1,9,1,1,2,"high"
0.168,1.5138,0.684,1,1,9,1,1,2,"low"
0.162,0.8088,0.497,1,2,9,1,1,2,"low"
0.193,1.6292,0.585,1,0,9,1,1,2,"low"
0.241,0.9992,0.846,0,0,9,1,1,2,"high"
0.153,1.0446,0.713,0,2,9,1,1,2,"low"
0.179,1.1954,0.647,0,2,9,1,1,2,"high"
0.163,0.6363,0.622,1,0,9,1,1,2,"high"
0.168,5.2056,0.537,0,1,9,1,1,2,"high"
0.254,1.1252,0.775,1,2,9,1,1,2,"high"
0.256,2.0438,0.706,1,0,9,1,1,2,"low"
0.152,0.1527,0.52,1,2,9,1,1,2,"low"
0.255,2.6436,0.35,0,0,9,1,1,2,"high"
0.159,0.2016,0.825,0,2,9,1,1,2,"high"
0.163,1.1008,0.644,1,2,9,1,1,2,"low"
0.159,1.5849,0.568,1,2,9,1,1,2,"high"
0.211,2.3748,0.801,1,1,9,1,1,2,"low"
0.253,0.5441,0.577,0,0,9,1,1,2,"high"
0.22,1.7856,0.979,1,1,9,1,1,2,"high"
0.156,0.6721,0.591,0,1,9,1,1,2,"high"
0.16,0.7146,0.54,1,2,9,1,1,2,"high"
0.154,1.2018,0.671,1,2,9,1,1,2,"low"
0.242,1.5028,0.785,1,0,9,1,1,2,"low"
0.249,3.0482,0.91,1,0,9,1,1,2,"low"
0.208,2.9239,0.781,1,1,9,1,1,2,"high"
0.216,2.0901,0.819,1,1,9,1,1,2,"low"
0.155,1.7426,0.825,1,1,9,1,1,2,"high"
0.235,1.3842,0.71,1,1,9,1,1,2,"high"
0.164,1.3182,0.703,1,2,9,1,1,2,"low"
0.232,4.108,0.889,0,0,9,1,1,2,"high"
0.162,1.3878,0.535,0,2,9,1,1,2,"high"
0.171,1.9924,0.591,1,1,9,1,1,2,"high"
0.234,1.657,0.514,1,0,9,1,1,2,"low"
0.178,2.4381,0.664,1,1,9,1,1,2,"low"
0.197,0.4477,0.639,1,1,9,1,1,2,"low"
0.158,1.5828,0.484,1,2,9,1,1,2,"low"
0.172,2.3047,1.156,1,2,9,1,1,2,"low"
0.264,1.2907,0.645,0,0,9,1,1,2,"high"
0.196,1.0097,0.702,1,2,9,1,1,2,"low"
0.174,2.5604,0.756,0,1,9,1,1,2,"low"
0.186,3.5258,0.591,0,1,9,1,1,2,"high"
0.22,2.0552,0.884,0,1,9,1,1,2,"high"
0.194,0.1633,0.579,1,1,9,1,1,2,"low"
0.255,4.4252,0.591,0,0,9,1,1,2,"high"
0.238,1.7222,0.942,1,1,9,1,1,2,"low"
0.203,2.0585,0.668,1,1,9,1,1,2,"high"
0.214,4.03,0.619,0,0,9,1,1,2,"high"
0.2,2.0824,0.856,1,1,9,1,1,2,"high"
0.156,0.7066,0.928,1,2,9,1,1,2,"low"
0.245,1.8128,0.864,1,0,9,1,1,2,"high"
0.249,3.4621,0.57,1,0,9,1,1,2,"high"
0.237,2.5318,0.713,1,0,9,1,1,2,"low"
0.154,1.2516,0.571,1,2,9,1,1,2,"low"
0.249,3.4741,0.792,1,0,9,1,1,2,"low"
0.208,2.151,0.524,1,1,9,1,1,2,"high"
0.211,2.1022,0.834,1,1,9,1,1,2,"low"
0.178,2.9752,0.771,1,1,9,1,1,2,"low"
0.163,2.8913,0.522,1,1,9,1,1,2,"low"
0.154,1.9955,0.439,0,1,9,1,1,2,"high"
0.21,1.3923,0.717,1,1,9,1,1,2,"low"
0.168,1.5238,0.703,1,2,9,1,1,2,"high"
0.231,2.0543,0.744,1,1,9,1,1,2,"low"
0.155,1.7412,0.588,1,2,9,1,1,2,"low"
0.155,1.3566,0.759,0,2,9,1,1,2,"low"
0.152,1.8674,0.595,1,2,9,1,1,2,"high"
0.215,2.5682,0.704,0,1,9,1,1,2,"high"
0.194,2.5406,0.575,1,1,9,1,1,2,"low"
0.179,1.5805,0.546,0,1,9,1,1,2,"high"
0.163,1.5614,0.633,0,2,9,1,1,2,"high"
0.16,2.1017,0.705,1,2,9,1,1,2,"high"
0.208,0.437,0.745,1,2,9,1,1,2,"high"
0.237,5.6263,0.877,1,0,9,1,1,2,"high"
0.159,1.8214,0.521,0,2,9,1,1,2,"high"
0.207,1.3557,0.582,0,0,9,1,1,2,"high"
0.184,2.2036,0.71,1,1,9,1,1,2,"low"
0.158,1.5156,0.499,0,2,9,1,1,2,"high"
0.226,1.7129,0.702,0,1,9,1,1,2,"high"
0.228,1.6065,0.654,0,0,9,1,1,2,"high"
0.211,1.2113,0.819,1,2,9,1,1,2,"high"
0.174,2.0376,0.478,0,1,9,1,1,2,"low"
0.162,0.1611,0.408,1,1,9,1,1,2,"high"
0.218,2.3786,0.764,0,0,9,1,1,2,"high"
0.162,1.3427,0.707,1,2,9,1,1,2,"low"
0.164,2.5676,0.812,1,1,9,1,1,2,"low"
0.265,0.9514,0.895,1,0,9,1,1,2,"high"
0.165,0.8534,0.808,1,2,10,1,2,2,"high"
0.253,1.7416,1.129,1,0,10,1,2,2,"low"
0.226,0.2306,1.158,0,1,10,1,2,2,"low"
0.199,1.4544,0.832,1,1,10,1,2,2,"low"
0.171,0.4999,0.697,0,1,10,1,2,2,"high"
0.152,1.3871,0.791,0,2,10,1,2,2,"high"
0.227,1.551,0.76,1,0,10,1,2,2,"low"
0.207,-0.0419,0.966,1,1,10,1,2,2,"low"
0.233,-0.2003,0.708,1,1,10,1,2,2,"low"
0.211,3.4075,0.948,1,0,10,1,2,2,"low"
0.228,0.783,0.699,0,0,10,1,2,2,"high"
0.254,0.166,0.802,0,0,10,1,2,2,"high"
0.16,0.1941,0.53,0,2,10,1,2,2,"low"
0.205,0.5863,0.709,1,1,10,1,2,2,"high"
0.163,1.4015,0.492,1,2,10,1,2,2,"low"
0.264,0.3737,1.025,1,0,10,1,2,2,"high"
0.161,0.6438,0.417,1,2,10,1,2,2,"low"
0.169,1.2497,0.735,0,1,10,1,2,2,"high"
0.263,2.2449,0.822,1,0,10,1,2,2,"low"
0.187,0.6075,0.873,0,0,10,1,2,2,"high"
0.165,0.645,0.66,1,1,10,1,2,2,"low"
0.169,1.0914,0.936,0,2,10,1,2,2,"high"
0.155,0.9886,0.805,1,2,10,1,2,2,"low"
0.22,2.4625,0.61,0,0,10,1,2,2,"high"
0.16,0.7282,0.96,0,2,10,1,2,2,"high"
0.273,0.9734,0.828,1,0,10,1,2,2,"low"
0.237,2.005,0.788,0,0,10,1,2,2,"high"
0.214,1.1283,1.087,1,0,10,1,2,2,"low"
0.158,1.349,0.97,0,2,10,1,2,2,"high"
0.21,1.3027,0.828,1,1,10,1,2,2,"low"
0.17,0.8936,0.88,1,1,10,1,2,2,"low"
0.187,1.0072,1.068,0,1,10,1,2,2,"high"
0.166,0.5606,0.869,1,0,10,1,2,2,"low"
0.161,0.6924,0.817,1,2,10,1,2,2,"high"
0.229,0.9448,0.726,1,1,10,1,2,2,"high"
0.263,2.5417,1.051,0,0,10,1,2,2,"high"
0.161,1.1379,0.577,1,1,10,1,2,2,"low"
0.197,2.262,0.764,0,0,10,1,2,2,"high"
0.216,2.4799,0.471,1,0,10,1,2,2,"low"
0.167,1.1616,0.701,1,1,10,1,2,2,"low"
0.268,2.7064,0.661,1,0,10,1,2,2,"high"
0.16,1.3113,0.451,1,1,10,1,2,2,"high"
0.155,1.2082,0.56,1,2,10,1,2,2,"low"
0.177,1.3152,0.674,1,1,10,1,2,2,"high"
0.161,0.7671,0.692,1,1,10,1,2,2,"high"
0.154,0.9268,0.721,1,2,10,1,2,2,"high"
0.157,1.031,0.677,1,2,10,1,2,2,"low"
0.178,0.9519,1.229,1,1,10,1,2,2,"high"
0.238,0.3903,0.808,0,0,10,1,2,2,"low"
0.201,2.6191,0.601,0,0,10,1,2,2,"high"
0.175,1.4993,0.776,1,2,10,1,2,2,"low"
0.16,1.6213,1.11,0,1,10,1,2,2,"high"
0.251,1.142,0.731,1,0,10,1,2,2,"low"
0.153,1.4856,1.054,1,2,10,1,2,2,"low"
0.18,1.5206,1.011,1,1,10,1,2,2,"low"
0.161,1.3332,1.033,1,1,10,1,2,2,"low"
0.165,0.8987,1.096,0,1,10,1,2,2,"high"
0.218,0.7544,0.702,1,1,10,1,2,2,"low"
0.26,1.0133,0.847,0,0,10,1,2,2,"high"
0.27,2.1079,0.678,1,0,10,1,2,2,"low"
0.177,1.3348,0.488,1,1,10,1,2,2,"low"
0.241,0.6504,0.708,0,0,10,1,2,2,"high"
0.228,1.0226,0.692,1,1,10,1,2,2,"high"
0.151,0.7761,0.727,1,2,10,1,2,2,"high"
0.199,1.2076,1.008,1,1,10,1,2,2,"low"
0.19,1.7602,0.688,0,0,10,1,2,2,"high"
0.172,1.4046,0.639,0,1,10,1,2,2,"high"
0.259,1.6861,0.583,0,0,10,1,2,2,"high"
0.163,1.9299,1.1,0,1,10,1,2,2,"high"
0.152,0.9562,0.48,1,2,10,1,2,2,"low"
0.181,0.2868,0.603,0,1,10,1,2,2,"high"
0.209,1.2414,0.622,0,0,10,1,2,2,"high"
0.152,0.7936,1.009,1,2,10,1,2,2,"low"
0.263,1.1761,0.685,1,0,10,1,2,2,"high"
0.164,1.4054,1.075,1,2,10,1,2,2,"low"
0.163,1.0004,1.475,0,1,10,1,2,2,"high"
0.253,1.9451,0.525,0,0,10,1,2,2,"high"
0.165,0.8012,0.741,1,2,10,1,2,2,"low"
0.16,1.0244,0.605,0,2,10,1,2,2,"high"
0.161,1.2037,0.759,0,1,10,1,2,2,"high"
0.254,1.5976,0.735,1,0,10,1,2,2,"low"
0.16,1.1461,0.693,1,2,10,1,2,2,"high"
0.243,1.6478,1.129,1,0,10,1,2,2,"low"
0.19,0.3893,0.503,1,0,10,1,2,2,"high"
0.161,1.9221,0.733,1,2,10,1,2,2,"high"
0.231,0.5255,0.792,0,1,10,1,2,2,"high"
0.206,1.1574,0.637,1,1,10,1,2,2,"high"
0.217,0.9974,0.921,0,0,10,1,2,2,"low"
0.164,1.4161,0.973,0,2,10,1,2,2,"high"
0.244,1.9962,0.628,1,0,10,1,2,2,"low"
0.179,2.1071,0.718,1,1,10,1,2,2,"low"
0.257,1.647,0.602,1,0,10,1,2,2,"low"
0.252,2.2491,0.545,1,0,10,1,2,2,"low"
0.227,1.9964,0.609,0,0,10,1,2,2,"low"
0.242,1.4493,0.507,1,0,10,1,2,2,"low"
0.157,0.8397,0.541,1,2,10,1,2,2,"low"
0.249,0.5895,0.65,0,0,10,1,2,2,"low"
0.211,0.4936,0.536,1,2,10,1,2,2,"high"
0.16,0.7808,0.408,1,1,10,1,2,2,"high"
0.232,1.3706,0.545,1,0,10,1,2,2,"low"
0.179,0.6978,0.593,1,2,10,1,2,2,"high"
0.174,0.8066,0.643,1,1,10,1,2,2,"low"
0.171,0.7917,0.636,0,2,10,1,2,2,"high"
0.156,0.8548,0.528,1,1,10,1,2,2,"high"
0.173,1.9488,0.527,0,1,10,1,2,2,"high"
0.266,1.5847,0.687,0,0,10,1,2,2,"high"
0.256,-0.2414,0.702,1,1,10,1,2,2,"low"
0.162,0.3454,0.877,0,1,10,1,2,2,"high"
0.161,0.7452,0.51,0,1,10,1,2,2,"high"
0.162,1.5442,0.634,1,2,10,1,2,2,"high"
0.156,0.512,0.538,1,2,10,1,2,2,"high"
0.156,1.6085,0.548,1,1,10,1,2,2,"high"
0.155,0.8633,0.465,1,2,10,1,2,2,"low"
0.163,1.524,0.493,1,1,10,1,2,2,"low"
0.157,1.1423,0.468,0,2,10,1,2,2,"high"
0.184,0.7289,0.48,1,2,10,1,2,2,"high"
0.215,1.732,0.711,1,1,10,1,2,2,"low"
0.159,1.5296,0.606,1,2,10,1,2,2,"low"
0.257,1.9032,0.906,1,0,10,1,2,2,"high"
0.185,1.1227,0.644,1,1,10,1,2,2,"low"
0.163,1.6363,0.718,1,1,10,1,2,2,"low"
0.213,2.1654,0.706,1,0,10,1,2,2,"low"
0.198,2.9214,1.081,0,0,10,1,2,2,"high"
0.206,1.2847,1.17,1,1,10,1,2,2,"low"
0.239,0.9683,0.514,0,0,10,1,2,2,"high"
0.272,1.3831,0.608,0,0,10,1,2,2,"high"
0.175,0.7578,0.626,1,2,10,1,2,2,"low"
0.164,1.0382,0.785,1,2,10,1,2,2,"low"
0.176,0.7126,0.731,1,1,10,1,2,2,"low"
0.262,1.2743,0.739,1,0,10,1,2,2,"high"
0.227,0.5803,0.581,0,1,10,1,2,2,"low"
0.24,0.7267,0.631,1,0,10,1,2,2,"low"
0.203,2.7102,0.983,1,0,10,1,2,2,"high"
0.158,1.2016,0.588,1,2,10,1,2,2,"low"
0.212,1.546,0.538,0,0,10,1,2,2,"high"
0.244,0.3736,0.71,1,0,10,1,2,2,"high"
0.183,1.103,0.865,1,1,10,1,2,2,"low"
0.244,1.5431,0.691,0,0,10,1,2,2,"high"
0.169,1.0552,0.582,1,1,10,1,2,2,"low"
0.181,0.9213,0.684,1,1,10,1,2,2,"low"
0.156,1.2875,0.707,1,2,10,1,2,2,"low"
0.162,3.1817,0.506,1,0,10,1,2,2,"high"
0.262,2.1679,0.474,0,0,10,1,2,2,"high"
0.161,0.8923,0.508,1,2,10,1,2,2,"low"
0.151,0.9455,1.01,1,1,10,1,2,2,"high"
0.151,0.7933,0.667,1,2,10,1,2,2,"low"
0.181,2.0865,0.627,1,1,10,1,2,2,"low"
0.158,0.873,0.413,1,2,10,1,2,2,"low"
0.159,1.549,0.626,1,2,10,1,2,2,"low"
0.208,1.8484,0.94,1,0,10,1,2,2,"low"
